PMID;Anio;Titulo;Decision;Motivo;Decidido por;Fecha;Ya incluido
30060002;2018;Innovations for the treatment of a complex bone and joint infection due to XDR Pseudomonas aeruginosa including local application of a selected cocktail of bacteriophages.;ADVANCE;case report: XDR P. aeruginosa bone and joint infection, local phage cocktail;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30131795;2018;Adapted Bacteriophages for Treating Urinary Tract Infections.;ADVANCE;adapted phages for treating urinary tract infections;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30299364;2018;Rational approach in the management of Pseudomonas aeruginosa infections.;ADVANCE;"management review; may report treated cases";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30292481;2019;Efficacy and tolerability of a cocktail of bacteriophages to treat burn wounds infected by Pseudomonas aeruginosa (PhagoBurn): a randomised, controlled, double-blind phase 1/2 trial.;ADVANCE;PhagoBurn randomised phase 1/2 trial in burn wounds;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;SI
30395179;2019;A Systematic and Critical Review of Bacteriophage Therapy Against Multidrug-resistant ESKAPE Organisms in Humans.;ADVANCE;systematic review of phage therapy against MDR ESKAPE in humans;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30834237;2019;Fighting Pathogenic Bacteria on Two Fronts: Phages and Antibiotics as Combined Strategy.;ADVANCE;review of phage-antibiotic combination strategy;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30847220;2019;Publisher's Note: Phage treatment of an aortic graft infected with Pseudomonas aeruginosa.;ADVANCE;publisher's note attached to the aortic-graft case report;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30884879;2019;Processing Phage Therapy Requests in a Brussels Military Hospital: Lessons Identified.;ADVANCE;"processing phage therapy requests in a military hospital; compassionate-use programme";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30988669;2019;Emerging Strategies to Combat ESKAPE Pathogens in the Era of Antimicrobial Resistance: A Review.;ADVANCE;"ESKAPE review; may report treated cases";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31081402;2019;Bacteriophage Therapy of Chronic Nonhealing Wound: Clinical Study.;ADVANCE;clinical study: phage therapy of chronic non-healing wound;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31092053;2019;Alternatives to antibiotics in an era of difficult-to-treat resistance: new insights.;ADVANCE;review on difficult-to-treat resistance alternatives;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31102236;2019;Successful adjunctive use of bacteriophage therapy for treatment of multidrug-resistant Pseudomonas aeruginosa infection in a cystic fibrosis patient.;ADVANCE;case report: adjunctive phage for MDR P. aeruginosa in cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;SI
31207123;2019;Early clinical experience of bacteriophage therapy in 3 lung transplant recipients.;ADVANCE;case series: phage therapy in 3 lung transplant recipients;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;SI
31437402;2019;Bacteriophage Therapy of Ventilator-associated Pneumonia and Empyema Caused by Pseudomonas aeruginosa.;ADVANCE;case report: phage for ventilator-associated pneumonia and empyema;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;SI
31448090;2019;Emerging therapies against infections with Pseudomonas aeruginosa.;ADVANCE;review of emerging therapies against P. aeruginosa;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31527029;2019;Bacteriophages as Adjuvant to Antibiotics for the Treatment of Periprosthetic Joint Infection Caused by Multidrug-Resistant Pseudomonas aeruginosa.;ADVANCE;case report: phage adjunct for MDR periprosthetic joint infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;SI
31590369;2019;Exacerbations of Chronic Rhinosinusitis-Microbiology and Perspectives of Phage Therapy.;ADVANCE;chronic rhinosinusitis and phage therapy perspectives;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31693655;2019;Lytic Bacteriophage Screening Strategies for Multidrug-Resistant Bloodstream Infections in a Burn Intensive Care Unit.;ADVANCE;"phage screening for MDR bloodstream infections in a burn ICU; clinical setting";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31724901;2019;Pharmacological limitations of phage therapy.;ADVANCE;"pharmacological limitations of phage therapy; may cite treated patients";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31781060;2019;Constructing and Characterizing Bacteriophage Libraries for Phage Therapy of Human Infections.;ADVANCE;phage libraries for therapy of human infections;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32380707;2020;Bacteriophage Therapy for Critical Infections Related to Cardiothoracic Surgery.;ADVANCE;case series: phage therapy for cardiothoracic surgical infections;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;SI
32523333;2020;Bacteriophages, a New Therapeutic Solution for Inhibiting Multidrug-Resistant Bacteria Causing Wound Infection: Lesson from Animal Models and Clinical Trials.;ADVANCE;wound infection therapy review drawing on animal models and clinical trials;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
32657966;2020;Bacteriophage therapy as a treatment option for transplant infections.;ADVANCE;phage therapy as a treatment option for transplant infections;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
32728257;2020;Bacteria-eating viruses could provide a route to stability in cystic fibrosis.;ADVANCE;commentary on phage for stability in cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
32805360;2020;New Phage cocktail against infantile Sepsis bacteria.;ADVANCE;"phage cocktail against infantile sepsis bacteria; population unclear from title";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
32880507;2020;Novel therapeutic strategies for treating Pseudomonas aeruginosa infection.;ADVANCE;novel therapeutic strategies review for P. aeruginosa infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
32998720;2020;Bacteriophage therapy against Pseudomonas aeruginosa biofilms: a review.;ADVANCE;review of phage therapy against P. aeruginosa biofilms;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33005701;2020;Lessons Learned From the First 10 Consecutive Cases of Intravenous Bacteriophage Therapy to Treat Multidrug-Resistant Bacterial Infections at a Single Center in the United States.;ADVANCE;case series: first 10 consecutive intravenous phage therapy cases;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;SI
33050521;2020;The Principles, Mechanisms, and Benefits of Unconventional Agents in the Treatment of Biofilm Infection.;ADVANCE;unconventional agents in the treatment of biofilm infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33198306;2020;Emerging Strategies to Combat β-Lactamase Producing ESKAPE Pathogens.;ADVANCE;"strategies against beta-lactamase-producing ESKAPE; may report cases";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33396965;2020;Bacteriophage Treatment: Critical Evaluation of Its Application on World Health Organization Priority Pathogens.;ADVANCE;critical evaluation of phage treatment for WHO priority pathogens;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33505366;2020;Overcoming Challenges to Make Bacteriophage Therapy Standard Clinical Treatment Practice for Cystic Fibrosis.;ADVANCE;making phage therapy standard clinical practice for cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
36147897;2020;Natural and Induced Antibodies Against Phages in Humans: Induction Kinetics and Immunogenicity for Structural Proteins of PB1-Related Phages.;ADVANCE;natural and induced antibodies against phages in humans;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
33261536;2021;Bacteriophages for ESKAPE: role in pathogenicity and measures of control.;ADVANCE;phages for ESKAPE: pathogenicity and control;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33273319;2021;Therapeutic Perspectives and Mechanistic Insights of Phage Therapy in Allotransplantation.;ADVANCE;phage therapy in allotransplantation;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33434411;2021;Bacteriophage therapy for infections in CF.;ADVANCE;phage therapy for infections in cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33466546;2021;Bacteriophage Therapy of Bacterial Infections: The Rediscovered Frontier.;ADVANCE;phage therapy of bacterial infections, rediscovered frontier;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33498243;2021;Animal Models in the Evaluation of the Effectiveness of Phage Therapy for Infections Caused by Gram-Negative Bacteria from the ESKAPE Group and the Reliability of Its Use in Humans.;ADVANCE;animal models and the reliability of phage therapy use in humans;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33671516;2021;Approaches to Targeting Bacterial Biofilms in Cystic Fibrosis Airways.;ADVANCE;approaches to targeting biofilms in cystic fibrosis airways;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33755148;2021;Phage Are All the Rage: Bacteriophage in Clinical Practice.;ADVANCE;bacteriophage in clinical practice;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
33830543;2021;How to kill Pseudomonas-emerging therapies for a challenging pathogen.;ADVANCE;emerging therapies for Pseudomonas;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34026768;2021;"Case Report: Arthroscopic ""Debridement Antibiotics and Implant Retention"" With Local Injection of Personalized Phage Therapy to Salvage a Relapsing Pseudomonas Aeruginosa Prosthetic Knee Infection.";ADVANCE;case report: personalised phage for relapsing Pseudomonas prosthetic knee infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;SI
34064648;2021;Clinical Pharmacology of Bacteriophage Therapy: A Focus on Multidrug-Resistant Pseudomonas aeruginosa Infections.;ADVANCE;clinical pharmacology of phage therapy in MDR P. aeruginosa;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34130464;2021;Anti-biofilm activity of bacteriophages and lysins in chronic rhinosinusitis.;ADVANCE;phages and lysins in chronic rhinosinusitis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34177601;2021;Case Report: Chronic Bacterial Prostatitis Treated With Phage Therapy After Multiple Failed Antibiotic Treatments.;ADVANCE;case report: chronic bacterial prostatitis treated with phage therapy;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34198741;2021;The Potential Role of Bacteriophages in the Treatment of Recalcitrant Chronic Rhinosinusitis.;ADVANCE;phages in recalcitrant chronic rhinosinusitis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34199889;2021;Advances in Bacteriophage Therapy against Relevant MultiDrug-Resistant Pathogens.;ADVANCE;advances in phage therapy against MDR pathogens;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34282933;2021;The Future of Bacteriophage Therapy Will Promote Antimicrobial Susceptibility.;ADVANCE;future of phage therapy and antimicrobial susceptibility;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34369652;2021;Bacterial lysis, autophagy and innate immune responses during adjunctive phage therapy in a child.;ADVANCE;"adjunctive phage therapy in a child; immune responses during treatment";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;SI
34663499;2021;Advancing phage therapy through the lens of virus host-breadth and emergence potential.;ADVANCE;"advancing phage therapy; host breadth and emergence";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34696331;2021;Phage Therapy Experience at the Eliava Phage Therapy Center: Three Cases of Bacterial Persistence.;ADVANCE;Eliava Phage Therapy Center: three cases of bacterial persistence;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;SI
34696396;2021;Phages from Genus Bruynoghevirus and Phage Therapy: Pseudomonas Phage Delta Case.;ADVANCE;Bruynoghevirus phage therapy, Pseudomonas phage Delta case;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
34943709;2021;Treating Bacterial Infections with Bacteriophage-Based Enzybiotics: In Vitro, In Vivo and Clinical Application.;ADVANCE;phage-based enzybiotics including clinical application;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
35040388;2022;Novel investigational treatments for ventilator-associated pneumonia and critically ill patients in the intensive care unit.;ADVANCE;investigational treatments for ventilator-associated pneumonia in the ICU;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
35041506;2022;Considerations for the Use of Phage Therapy in Clinical Practice.;ADVANCE;considerations for phage therapy in clinical practice;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
35150435;2022;Therapeutic Strategies for Emerging Multidrug-Resistant Pseudomonas aeruginosa.;ADVANCE;therapeutic strategies for emerging MDR P. aeruginosa;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
35165237;2022;Advancing bacteriophages as a treatment of antibiotic-resistant bacterial pulmonary infections.;ADVANCE;phages as treatment of antibiotic-resistant pulmonary infections;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
35258339;2022;Complete Genome Sequence of Pseudomonas aeruginosa Bacteriophage PASA16, Used in Multiple Phage Therapy Treatments Globally.;ADVANCE;genome of PASA16, the phage used in multiple therapy treatments globally;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
35444073;2022;Bacteriophage therapy for empyema caused by carbapenem-resistant Pseudomonas aeruginosa.;ADVANCE;case: phage therapy for empyema, carbapenem-resistant P. aeruginosa;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
35529052;2022;Combination of phage therapy and cefiderocol to successfully treat Pseudomonas aeruginosa cranial osteomyelitis.;ADVANCE;case: phage plus cefiderocol for cranial osteomyelitis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
35547216;2022;Use of Phage Cocktail BFC 1.10 in Combination With Ceftazidime-Avibactam in the Treatment of Multidrug-Resistant Pseudomonas aeruginosa Femur Osteomyelitis-A Case Report.;ADVANCE;case report: phage cocktail BFC 1.10 with ceftazidime-avibactam, femur osteomyelitis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
35671882;2022;Novel antimicrobial agents for combating antibiotic-resistant bacteria.;ADVANCE;novel antimicrobial agents against antibiotic-resistant bacteria;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
35752612;2022;Pseudomonas aeruginosa: pathogenesis, virulence factors, antibiotic resistance, interaction with host, technology advances and emerging therapeutics.;ADVANCE;P. aeruginosa pathogenesis through to emerging therapeutics;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
35869081;2022;Personalized bacteriophage therapy to treat pandrug-resistant spinal Pseudomonas aeruginosa infection.;ADVANCE;case: personalised phage for pandrug-resistant spinal infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
35880080;2022;What Is New in the Anti-Pseudomonas aeruginosa Clinical Development Pipeline Since the 2017 WHO Alert?;ADVANCE;anti-Pseudomonas clinical development pipeline since the 2017 WHO alert;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36090087;2022;Treatment of Pseudomonas aeruginosa infectious biofilms: Challenges and strategies.;ADVANCE;treatment of P. aeruginosa infectious biofilms;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36175406;2022;Bacteriophage-antibiotic combination therapy against extensively drug-resistant Pseudomonas aeruginosa infection to allow liver transplantation in a toddler.;ADVANCE;case: phage-antibiotic therapy enabling liver transplantation in a toddler;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36320594;2022;Therapeutic Bacteriophages for Gram-Negative Bacterial Infections in Animals and Humans.;ADVANCE;therapeutic phages for Gram-negative infections in animals and humans;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36344073;2022;Novel Approaches to Multidrug-Resistant Infections in Cystic Fibrosis.;ADVANCE;novel approaches to multidrug-resistant infections in cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36468950;2022;Bacteriophages: An Alternative to Combat Antibiotic Resistance?;ADVANCE;phages as an alternative to combat antibiotic resistance;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36578069;2022;Safety and microbiological activity of phage therapy in persons with cystic fibrosis colonized with Pseudomonas aeruginosa: study protocol for a phase 1b/2, multicenter, randomized, double-blind, placebo-controlled trial.;ADVANCE;study protocol, phase 1b/2 randomised phage trial in cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36748497;2022;Challenges and opportunities in the development of novel antimicrobial therapeutics for cystic fibrosis.;ADVANCE;novel antimicrobial therapeutics for cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
35931928;2023;Current knowledge in the use of bacteriophages to combat infections caused by Pseudomonas aeruginosa in cystic fibrosis.;ADVANCE;"phages against P. aeruginosa in cystic fibrosis; current knowledge";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36082999;2023;Development of Host Immune Response to Bacteriophage in a Lung Transplant Recipient on Adjunctive Phage Therapy for a Multidrug-Resistant Pneumonia.;ADVANCE;lung transplant recipient on adjunctive phage therapy for MDR pneumonia;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36584930;2023;Coping with the ESKAPE pathogens: Evolving strategies, challenges and future prospects.;ADVANCE;"coping with ESKAPE pathogens; strategies and prospects";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
36636832;2023;First-in-human application of double-stranded RNA bacteriophage in the treatment of pulmonary Pseudomonas aeruginosa infection.;ADVANCE;first-in-human double-stranded RNA phage for pulmonary P. aeruginosa;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
36861092;2023;Application of Phage Therapy in a Case of a Chronic Hip-Prosthetic Joint Infection due to Pseudomonas aeruginosa: An Italian Real-Life Experience and In Vitro Analysis.;ADVANCE;case: phage therapy for chronic hip prosthetic joint infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
36898591;2023;Phage-based therapy against biofilm producers in gram-negative ESKAPE pathogens.;ADVANCE;phage-based therapy against Gram-negative ESKAPE biofilm producers;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
37160359;2023;Single-arm, open-labelled, safety and tolerability of intrabronchial and nebulised bacteriophage treatment in children with cystic fibrosis and Pseudomonas aeruginosa.;ADVANCE;single-arm trial: intrabronchial and nebulised phage in children with cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
37243293;2023;Successful Bacteriophage-Antibiotic Combination Therapy against Multidrug-Resistant Pseudomonas aeruginosa Left Ventricular Assist Device Driveline Infection.;ADVANCE;case: phage-antibiotic therapy for LVAD driveline infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
37275366;2023;Case report: Analysis of phage therapy failure in a patient with a Pseudomonas aeruginosa prosthetic vascular graft infection.;ADVANCE;case report: analysis of phage therapy failure, prosthetic vascular graft;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
37369702;2023;Personalized aerosolised bacteriophage treatment of a chronic lung infection due to multidrug-resistant Pseudomonas aeruginosa.;ADVANCE;case: personalised aerosolised phage for chronic MDR lung infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
37409241;2023;Refractory Pseudomonas aeruginosa Bronchopulmonary Infection After Lung Transplantation for Common Variable Immunodeficiency Despite Maximal Treatment Including IgM/IgA-Enriched Immunoglobulins and Bacteriophage Therapy.;ADVANCE;case: refractory bronchopulmonary infection after lung transplantation;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
37508185;2023;Bacteriophage-Antibiotic Combination Therapy against Pseudomonas aeruginosa.;ADVANCE;phage-antibiotic combination therapy against P. aeruginosa;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
37515541;2023;Bacteriophage Therapy for Pan-Drug-Resistant Pseudomonas aeruginosa in Two Persons With Cystic Fibrosis.;ADVANCE;phage therapy for pandrug-resistant P. aeruginosa in two persons with cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
37562400;2023;Refractory Pseudomonas aeruginosa infections treated with phage PASA16: A compassionate use case series.;ADVANCE;compassionate-use case series treated with phage PASA16;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;SI
37598024;2023;A systematic review on the use of bacteriophage in treating Staphylococcus aureus and Pseudomonas aeruginosa infections in cystic fibrosis.;ADVANCE;systematic review of phage for S. aureus and P. aeruginosa in cystic fibrosis;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
37644177;2023;[New developments in the fight against bacterial infections : Update on antiobiotic research, development and treatment].;ADVANCE;German-language update on antibiotic research, development and treatment;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
37770166;2023;Phages for treatment Pseudomonas aeruginosa infection.;ADVANCE;phages for treatment of P. aeruginosa infection;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
37843118;2023;Priorities and Progress in Gram-negative Bacterial Infection Research by the Antibacterial Resistance Leadership Group.;ADVANCE;ARLG priorities and progress in Gram-negative infection research;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
37843121;2023;The Antibacterial Resistance Leadership Group: Scientific Advancements and Future Directions.;ADVANCE;ARLG scientific advancements and future directions;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
37931230;2023;Jumbo phages are active against extensively drug-resistant eyedrop-associated Pseudomonas aeruginosa infections.;ADVANCE;jumbo phages against eyedrop-associated XDR P. aeruginosa infections;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
37997873;2023;Present and future of resistance in Pseudomonas aeruginosa: implications for treatment.;ADVANCE;resistance in P. aeruginosa and implications for treatment;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
38016738;2023;Bacteriophage treatment as an alternative therapy for multidrug-resistant bacteria.;ADVANCE;phage treatment as alternative therapy for MDR bacteria;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
38045026;2023;A mechanism-based pathway toward administering highly active N-phage cocktails.;ADVANCE;administering highly active N-phage cocktails;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
37967634;2024;Bacteriophages: Status quo and emerging trends toward one health approach.;ADVANCE;phages status quo and emerging trends;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
38066373;2024;Successful Use of Phage and Antibiotics Therapy for the Eradication of Two Bacterial Pathogens from the Respiratory Tract of an Infant.;ADVANCE;case: phage plus antibiotics eradicating two pathogens from an infant's respiratory tract;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
38261031;2024;Phage therapy in lung infections caused by multidrug-resistant Pseudomonas aeruginosa - A literature review.;ADVANCE;literature review of phage therapy in MDR P. aeruginosa lung infections;"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:34:16;
