record_id,orden,verdict,reason,decided_by,decided_at
Rc16977760e,24,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R0145584831,25,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R793249bfc4,26,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R22c0af5ec3,27,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
Ra574915343,28,EXCLUDE,revision de estado actual y perspectivas,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
Re9d81705c2,29,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
Raf45c3cf1c,30,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R5a1c50ece8,31,EXCLUDE,Acinetobacter baumannii resistente a carbapenemicos,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R7ed834e29f,32,EXCLUDE,Klebsiella pneumoniae multirresistente,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R6184988d65,33,EXCLUDE,infecciones por Mycobacterium,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
Rb142a5ed7d,34,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
Rff26853b4a,35,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R5934512026,36,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R230a5e26a2,37,EXCLUDE,"revision sistematica; sirve para rastreo de citas, no es estudio primario","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
Rc27a7629de,38,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R00267b912e,39,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
Ra2af797394,40,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:49
R164ab9e48d,41,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Ra8d24d3ede,42,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R47091e7271,43,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R99c0672584,44,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R7b2a90b3b7,45,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Refd51ea317,46,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rc5f05c2543,47,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rb39c78b76e,48,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rdfdfddcf99,49,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R23545312bb,50,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R3645c1d024,51,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rb4b1f32828,52,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R50d2437544,53,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R49b7551b94,54,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R8a3bc1100e,55,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rb0d2ba88d0,56,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R154a4d73a3,57,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R7fea808b8f,58,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R81e3ce4d79,59,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R87db0a0109,60,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R0a69ad3198,61,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R2fda89d67e,62,EXCLUDE,trabajo de laboratorio o modelizacion; sin pacientes tratados,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rc29fe2424c,63,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Re06c450e37,64,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rf1c835440f,65,EXCLUDE,trabajo de laboratorio o modelizacion; sin pacientes tratados,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R179a877749,66,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R71c51137b3,67,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rad7d40f6e0,68,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R81f1d1c8cd,69,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Ra1c1cceb6d,70,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R49cdf46928,71,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R6556b80259,72,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R8045064823,73,EXCLUDE,"sintesis secundaria; util para rastreo de citas, no estudio primario","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R30e4263f97,74,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R239f702d9a,75,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rf361227639,76,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R4215a33dab,77,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R8e9df36288,78,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R9db8c7bec9,79,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rf29fc741e7,80,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rebb77d6bc1,81,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Ra19837a387,82,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Re500315433,83,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R168911f020,84,EXCLUDE,no evalua fagoterapia,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R41c3a043cf,85,EXCLUDE,trabajo de laboratorio o modelizacion; sin pacientes tratados,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R32b2b46e4e,86,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R8cb0b5faec,87,EXCLUDE,trabajo de laboratorio o modelizacion; sin pacientes tratados,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R91ba44e4e5,88,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rcf69688562,89,EXCLUDE,"infeccion veterinaria, no humana","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R693b51a7cc,90,EXCLUDE,"sintesis secundaria; util para rastreo de citas, no estudio primario","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R1f03f1c8ef,91,EXCLUDE,trabajo de laboratorio o modelizacion; sin pacientes tratados,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rf20b199104,92,EXCLUDE,trabajo de laboratorio o modelizacion; sin pacientes tratados,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R73ebf766af,93,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R6af434b8ab,94,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R02b1e109ec,95,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R548ae81e9f,96,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R146b3e2f13,97,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Ra19cf62958,98,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R5b72edadd2,99,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
Rf14b8f383d,100,EXCLUDE,trabajo de laboratorio o modelizacion; sin pacientes tratados,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:50
R363a2dea21,101,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Reef5e48968,102,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rc4889b04ba,103,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R7e46934a02,104,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R01a7eebd2d,105,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R6dbf8bfbf8,106,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R1b0b1d565c,107,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Re7285d4f6f,108,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R1fc124ca48,109,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R35b74982e8,110,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R2105e151c4,111,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rf4a46a9238,112,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R709f7ac056,113,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R0078b92819,114,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rd8f8014339,115,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rdcfed12d81,116,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R98c4667551,117,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R15667fd9b8,118,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Ra34f09da02,119,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R786d185312,120,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rb2ced3ce85,121,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Red52d0884d,122,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rff9b9767ba,123,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rdc29318674,124,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rcdf0cd1678,125,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R17a60bebc5,126,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rdf9faeec6b,127,EXCLUDE,no evalua fagoterapia en pacientes,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R0785077af4,128,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R7972a4f5ec,129,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R50e1887412,130,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R79b5603bcb,131,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R9c54b30733,132,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Re43c4a3878,133,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R8d1c0a17b5,134,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R067acd0a39,135,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rc543d15629,136,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rb03837dd03,137,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rd069723093,138,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rd343ee57dd,139,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rd563210071,140,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R66c7c93018,141,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rd428980732,142,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R1705a32c41,143,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rf12282f2b0,144,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R205facad9c,145,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R74bbdc17bb,146,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R02681511a0,147,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R8c1a935cae,148,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rabdc049d32,149,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R56892e433d,150,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R7344611f36,151,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R1add858cdd,152,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R3828b6e728,153,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R20aeab326d,154,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rd3d851640e,155,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rf4bd7736b3,156,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R85f6503e9a,157,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rf6195c18bd,158,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R93706a6899,159,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R20ebd9b3f6,160,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rc8daa67411,161,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R8e8222e790,162,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R04ceacf139,163,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R507a3a36d2,164,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R71b30402ce,165,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Re6504e693f,166,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rc93c91b7e6,167,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Radd61e8f2e,168,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R685eac0bf9,169,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rb506e81130,170,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R0dda7d0dbf,171,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R6d71d5c8e1,172,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rf49f54ed2c,173,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R9422372248,174,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R24e314ef3b,175,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R83cfd98860,176,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rcdf346a99e,177,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R0a31f44f3d,178,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rd7fb571152,179,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Rbc912d0c25,180,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Ra81f100a37,181,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R436ad33f7e,182,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
Recd1015a8b,183,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
